Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T3,T4,T5,T6,A1,A2,Fz,Cz,Pz,T2,T1,Oz
03:18.400,0.5790822067342186,0.685050640165572,0.16053702700925898,0.23225182354123275,0.08390188557448161,0.1531204982374917,0.047290662115894624,0.0927423962399657,0.10008083329133903,0.9487894465933989,0.38964014728034746,0.3959654474999608,0.40982187843949175,0.33013098845018624,0.15929983301537118,0.16425266327578508,0.0072237562470295474,0.007272565903931472,0.10813727319359963,0.05235538101215257,0.08362284356851227,0.40407824693275485,0.3793443810622128,0.7260539576914911
03:21.600,0.17106800604841965,0.2011906608682267,0.11968101362126875,0.14874661507288875,0.12710269253446493,0.12129072110534417,0.09040149644602034,0.10878509323161689,0.15289121421386256,0.5264249442110255,0.16601919727877648,0.17860901126679993,0.19713645229953275,0.19587299048752416,0.14292672920838004,0.1706152602694916,0.014119134848021804,0.01169234342458132,0.13349341025414582,0.162848292786121,0.12871098628098754,0.19422024529374646,0.23930797585394442,0.7398839883905665
03:24.800,0.5488976920845569,0.4696958994385598,0.12146671420997314,0.16045994445001713,0.07495673400421966,0.13618704145012508,0.05510990033027245,0.06313668976495458,0.2571830817905185,0.5758520375123566,0.2864866879078509,0.26480027093159125,0.2905666126180313,0.22426858042846434,0.1521542536777478,0.12125699266209895,0.009414527096746892,0.009640251139347128,0.09970549704826129,0.03543647181852198,0.0770240684248247,0.25188490165004596,0.2689843687302492,0.8639686622012197
03:28.0,0.614383109177371,0.48041893742387665,0.2534995083985681,0.2658088227808357,0.2372086171138687,0.2739368123126115,0.16957551287777325,0.23197377716903908,0.1803769292494604,0.33174269127195394,0.3517758977063571,0.40204580625603975,0.3796409383344234,0.5468549354889709,0.2368275326867778,0.6150701215901374,0.014331169386477547,0.021471353899281634,0.20291241347469463,0.2262194783490706,0.1880905084961805,0.34251107330063324,0.38554999484705127,0.22763409482087674
03:31.200,0.4913315630246527,0.39176870999338753,0.18963458378387946,0.2471499957628658,0.21638335281133755,0.23974370255164273,0.13624391158866714,0.15625720982969438,0.18251785525173136,0.21197856331634574,0.4000558837556674,0.3933339718103146,0.34540420889734874,0.45344560807038753,0.1850971712631209,0.4495312608270014,0.010871088653656807,0.022890367983935424,0.1269025520032511,0.19971352048555308,0.1216801177413226,0.3440131142014104,0.2941030846384427,0.12796484097786767
03:34.400,0.7411061172610496,0.6609258333553679,0.19962439328686168,0.2529411610583312,0.11254843766145309,0.2384700059435935,0.06300011530934407,0.13134480070782173,0.1158676615231871,0.12497946830913405,0.4458955869443928,0.4180825847335943,0.39290884803478476,0.7614738410682396,0.16599641386382497,0.22735561934690596,0.0093318124774011,0.010350741643343245,0.12070575127212788,0.10185413680695263,0.08520232000603431,0.5059153892764692,0.34285668247518364,0.0997663999875984
03:37.600,0.28874215456518815,0.2905198170420865,0.13292443292386105,0.28230403936806153,0.1419752738695113,0.19328630029238428,0.06481580441734673,0.16517546749590833,0.13980231745176677,0.6663093077797457,0.27278346305764745,0.2647665655453528,0.27526451341153557,0.6373869653143092,0.14864670699341015,0.38584824333381423,0.006295630476074241,0.0066064196515454,0.15133501166568997,0.15275350256383727,0.08615440567571767,0.3907450260117401,0.2933563829485427,0.3038196795561349
03:40.800,0.1819378720176057,0.1835130226058154,0.12184145158797362,0.08975925582044576,0.03272839769400986,0.09220405031630352,0.03342173233891673,0.08698524241005828,0.4378633053101548,0.47931269536173976,0.11863910984306429,0.18109915757176948,0.15240251133611527,0.1958196857973487,0.1018503789354434,0.16057360828074135,0.007904366665822558,0.007925665363289,0.07921635091842813,0.024652355897742593,0.039146684119158955,0.20986029101623943,0.15686877259472648,0.6708703748450818
03:44.0,0.14474901871371837,0.16652856607881875,0.05571448533832331,0.09444127918709319,0.04122616138274558,0.09942600237152156,0.031336218548831306,0.059947119102519195,0.4514074309425792,0.31496397212972,0.1558371509012132,0.1655112557004456,0.18708292727842776,0.19858975094538217,0.11822929106378476,0.14635096621769783,0.006882630216609776,0.007080985289443168,0.043196364939928095,0.02954797396208727,0.047261163027643466,0.213593786323874,0.17959576228771656,0.556523680279097
03:47.200,0.3341883643010177,0.2869518471861165,0.09873482476338873,0.16203335063233643,0.04275493405371706,0.18046714360480312,0.047815580135906824,0.19513959401912379,0.32813143945873113,0.6187024816284155,0.2259279279477755,0.22807533602603322,0.17781769455059274,0.41261605403449103,0.13371000302189523,0.37029336619859876,0.007852486336000067,0.00740079198742504,0.08879865197846701,0.05544607164191941,0.07752720822428512,0.2627974988249844,0.2066833341744879,0.7401553640689004
03:50.400,0.3812337153909971,0.40065274455027083,0.21401258277638277,0.35243913751364175,0.14347215353579354,0.3593637314354949,0.09386577983786033,0.23477194842110605,0.1742307243015054,0.41864117869262724,0.44013488734602735,0.45575645283382377,0.35508746961668236,0.8738505399711559,0.2221897669503935,0.3336665956638139,0.01912234702327172,0.010139133185072046,0.17715173498928222,0.15589958955633818,0.4046827833775404,1.0,0.35944194193778256,0.213346716543864
03:53.600,0.22164247120290162,0.2200032260787488,0.11934020255749048,0.17234681999784088,0.10587121027480269,0.1860490854283186,0.04154349885145495,0.10854739574910048,0.12230174563793828,0.18110558485086295,0.26099635835199486,0.29174296672997574,0.3304843773308206,0.9370779382518545,0.14305389632099133,0.16153078287457917,0.005996736040975084,0.005600995715813015,0.09690912932210725,0.05494176836445264,0.05243165847321617,0.38204306215696404,0.29648602211036995,0.12296296799709949
03:56.800,0.41741917234570475,0.3735211635430336,0.10640809480999833,0.09393507282137697,7.348391677097649e-05,0.07086241324464716,0.017407200446859408,0.05176466017998503,0.1017744085619995,0.11432971928116621,0.17270966849544495,0.1056664735459262,0.0644688447342011,0.7585803718647811,0.06292284614505188,0.12301808628410034,0.006619170414929702,0.00690177043929778,0.12492205264130281,0.022502233037332165,0.027899002563208573,0.3587352815318477,0.10841479310104876,0.08017742951413681
04:00.0,0.2521570819311709,0.23809656905710047,0.10129988200012321,0.086634901944972,0.010087326082793939,0.06717835231301043,0.04420210806931813,0.09281648878395685,0.10985369294641585,0.14002386081457963,0.1336078880530063,0.12474778813431181,0.09363264189314807,0.6881281836131945,0.09090831111984744,0.12468472781059016,0.009456547984268359,0.009300811771749608,0.10189317096933835,0.04699309421383524,0.05587342032267659,0.2824378576967008,0.1960963332825714,0.10617207622552441
04:03.200,0.17636090141816593,0.20580923399565085,0.08511893486842272,0.12421895002161135,0.032509342484419175,0.11098653271566493,0.016068605116018476,0.07912748470880765,0.05163265830594921,0.12875564356050248,0.20932741223240772,0.2050066470539313,0.19950625788255194,0.5455873297459733,0.07808603187372307,0.12079031640623293,0.008219654578082308,0.008199410209230847,0.06184246979271896,0.025002521360780693,0.02896248812893495,0.30104134926158527,0.23958608673429987,0.05704702490305411
04:06.400,0.4993582673634743,0.44840906339208175,0.13239621772802326,0.08186911589815805,0.008402094018425654,0.04032690790284515,0.054079622783831105,0.10282295975722887,0.1086602371821589,0.16555275111656592,0.23061889240552066,0.13368979372382933,0.10282540156197212,0.8936712020122717,0.0964108401937045,0.13549879354928152,0.011281952611533069,0.011245551137519533,0.13692371695612993,0.05008015338011101,0.06636637464035602,0.33933086141479224,0.16744276251752366,0.12025731626326418
04:09.600,0.2813193897850136,0.25997558419108846,0.13213633962935828,0.14203967591540867,0.0830604005740431,0.1277217973496482,0.05801704221957957,0.11809327592932012,0.1164051374100149,0.22139858433209975,0.2625228157330574,0.2218660622817872,0.3044625351276991,0.897543782986743,0.16048068218075306,0.20240548809877323,0.006893700123306482,0.007382736687377498,0.10158489868536301,0.03771116723024742,0.052214841645216406,0.3517152759353298,0.29113576756759774,0.13170954919607267
04:12.800,0.45235493482535655,0.4796460814197198,0.16643507627554083,0.1420627751933934,0.025345620971352227,0.09985223388748045,0.0597568232291681,0.10844583654982515,0.10916221838976066,0.1733289895913695,0.23295896230659746,0.254952178438848,0.16526406012699033,0.7087703070878969,0.11732737583266974,0.1685332325135435,0.0093503792870242,0.009622281982452529,0.15340229165181118,0.025059977694288818,0.04805187195881275,0.3669085408712701,0.16380146653391053,0.12738202932888928
04:16.0,0.3324105408332702,0.28305288333701867,0.11421847540514307,0.13294867320403542,0.039140194269699044,0.10487432771871372,0.04065911137588774,0.06447197027445685,0.08974333365578335,0.1048041589710821,0.22529701231887572,0.23391380169541612,0.18981649272425571,0.6932887680309529,0.1116172887379928,0.13273124865725638,0.006466735323257006,0.006464113039506483,0.10483750249391084,0.034265423716833325,0.028755006832705425,0.3078778195413256,0.2046680602935441,0.09945882134283912
04:19.200,0.06833057227385,0.16481159982736396,0.035301711140018684,0.07613935696160788,0.027302699087465396,0.08803315355886425,0.047667905368531736,0.2137364599828882,0.10277276448062876,0.6171206848552966,0.15142529887707173,0.23709721174144144,0.17296108516761527,0.6516939523702964,0.13176434774062531,0.1433577366399278,0.016235725824653182,0.015228202275687223,0.02797318396677028,0.0281972887045623,0.1126609636155292,0.17202573788992634,0.2029417784071685,0.33463980974289703
